greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast,Temperature,Dew Point,Humidity,Wind Speed,Pressure
-0.4811630667107491,-1.1157039955110968,-2.236371799930853,-2.0797332612359147,-1.4797616686486716,-1.5178518607457663,-1.3762488006937443,-1.5036632171548123,-0.5285244158406867,0.4611146003556346,-0.22110831935702666,1.4509525002200232,-0.603458241894982,-0.8353692157475672,1.308680128282278,-1.308680128282278,1.2628000215624704,-1.6597912751103534,-1.1878392085859095,-0.36432930852387363,-0.700774940572559,0.6140676316879494,-2.6408142786953475,-1.395588746653194,-1.299318861398538,-0.3279020393173933
-0.4811630667107491,0.17501239145272118,1.2511859849833404,1.2667466227527846,0.7660502529017241,1.049983545247071,1.1711607441197744,1.0131064229057247,0.9634823083028792,-0.8468546987300579,-0.22110831935702666,-0.689202437604511,-0.603458241894982,1.1970754741124932,-0.7641286655071019,0.7641286655071019,-0.03603472071146972,-0.5960825421136299,-1.1878392085859095,-0.36432930852387363,-0.7886598377254377,-0.740324527922854,0.5353406068929417,0.6397755153196668,0.8909615049589977,0.7108211993251786
-0.4811630667107491,-1.1157039955110968,0.08866672334527588,0.15125332808988481,-0.3568557078734737,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,0.888881972095701,-0.8468546987300579,-0.22110831935702666,-0.689202437604511,-0.603458241894982,1.1970754741124932,-0.7641286655071019,0.7641286655071019,1.2462566129619488,1.7972621071289978,2.4246614773196917,-0.36432930852387363,-0.645493972360905,-0.740324527922854,0.5353406068929417,0.6397755153196668,0.8909615049589977,0.7108211993251786
-1.404370251619178,-1.1157039955110968,1.2511859849833404,1.2667466227527846,0.7660502529017241,1.049983545247071,-0.10254402828698488,1.0131064229057247,1.1126829807172358,-0.8468546987300579,-0.22110831935702666,-0.689202437604511,1.6571154896481253,-0.8353692157475672,-0.7641286655071019,0.7641286655071019,1.2695402949024108,-0.8620097253628107,0.2571610657763309,1.0113781604622734,1.6216182166917414,0.1626035784843483,0.5353406068929417,0.08467617114525025,0.8909615049589977,-0.8472636586386177
-0.4811630667107491,0.17501239145272118,0.08866672334527588,0.15125332808988481,0.7660502529017241,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,-0.23012307101197352,-0.3236669790957809,-0.22110831935702666,-0.689202437604511,-0.603458241894982,1.1970754741124932,1.308680128282278,-1.308680128282278,0.4681484865599813,-0.8620097253628107,-0.10408900281422923,1.0113781604622734,0.2928150834940833,-0.2888604747192528,0.5353406068929417,0.36222584323245854,-1.299318861398538,1.230182818646403
-1.404370251619178,-1.1157039955110968,0.08866672334527588,0.15125332808988481,-0.3568557078734737,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,0.5158802910598095,2.0306777592584657,-0.22110831935702666,1.4509525002200232,-0.603458241894982,-0.8353692157475672,1.308680128282278,-1.308680128282278,1.3030946885421244,-0.330155358864449,-0.10408900281422923,-0.36432930852387363,0.3540340626589636,0.8397996582897508,-0.17047158990445563,-0.7479728451163746,-0.360627275816737,-0.3279020393173933
-1.404370251619178,0.17501239145272118,0.08866672334527588,0.15125332808988481,-1.4797616686486716,-1.5178518607457663,1.1711607441197744,-1.5036632171548123,0.2920792824382746,1.2458961798070503,-0.22110831935702666,1.4509525002200232,-0.603458241894982,-0.8353692157475672,1.308680128282278,-1.308680128282278,1.168130840663025,-0.5960825421136299,0.9796612029574511,0.3235244259691999,-0.6173570847417212,1.2912637114933505,-0.8762837867018529,-1.2105556319283886,-0.04773008062280332,1.230182818646403
-0.4811630667107491,-1.1157039955110968,0.08866672334527588,0.15125332808988481,0.7660502529017241,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,1.2618836531315925,-0.5852608389129195,-0.22110831935702666,-0.689202437604511,-0.603458241894982,1.1970754741124932,-0.7641286655071019,0.7641286655071019,1.2462566129619488,0.2016990076339127,-0.8265891399953494,-1.0521830430169472,-0.11217414944690154,-1.191788581126455,1.241152803690339,1.3799079742188889,0.26516711457113035,0.19145958000389265
-0.4811630667107491,0.17501239145272118,0.08866672334527588,0.15125332808988481,0.7660502529017241,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,1.2618836531315925,-0.5852608389129195,-0.22110831935702666,-0.689202437604511,1.6571154896481253,-0.8353692157475672,-0.7641286655071019,0.7641286655071019,1.584771678706621,1.531334923879817,0.2571610657763309,-0.36432930852387363,1.8563361181263012,-0.2888604747192528,0.5353406068929417,0.36222584323245854,1.5167558953468652,-1.3666252779599037
-1.404370251619178,-1.1157039955110968,-1.0738525382927888,-0.964239966573015,-0.3568557078734737,-0.2339341577493477,-0.10254402828698488,-0.24527839712454377,-0.6777250882550433,-0.3236669790957809,-0.22110831935702666,-0.689202437604511,-0.603458241894982,1.1970754741124932,-0.7641286655071019,0.7641286655071019,1.622556838312012,1.7972621071289978,2.7859115459102517,-0.36432930852387363,-1.8458213069097225,-0.740324527922854,-0.17047158990445563,0.36222584323245854,-0.360627275816737,0.7108211993251786
